,reaction_id,rxn_smiles,products_run,PatentNumber
2331,119602,[NH2:1][C@@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11].[c:12]1(-[n:13]2[c:14]3[n:15][c:16]([Cl:17])[n:18][c:19]([Cl:20])[c:21]3[cH:22][n:23]2)[cH:24][cH:25][cH:26][cH:27][cH:28]1>C(O)C>[NH:1]([C@@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11])[c:19]1[n:18][c:16]([Cl:17])[n:15][c:14]2[n:13](-[c:12]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[n:23][cH:22][c:21]21,[NH:1]([C@@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11])[c:19]1[n:18][c:16]([Cl:17])[n:15][c:14]2[n:13](-[c:12]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[n:23][cH:22][c:21]21.[NH:1]([C@@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11])[c:16]1[n:15][c:14]2[n:13](-[c:12]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[n:23][cH:22][c:21]2[c:19]([Cl:20])[n:18]1,US05064947
2332,123130,[Br:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([F:8])[cH:9]1.[cH:10]1[c:11]2[c:12]([cH:13][cH:14][cH:15][cH:16]2)[cH:17][cH:18][c:19]1[CH2:20][OH:21]>>[Br:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([O:21][CH2:20][c:19]2[cH:10][c:11]3[c:12]([cH:13][cH:14][cH:15][cH:16]3)[cH:17][cH:18]2)[cH:9]1,[Br:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([O:21][CH2:20][c:19]2[cH:10][c:11]3[c:12]([cH:13][cH:14][cH:15][cH:16]3)[cH:17][cH:18]2)[cH:9]1.[c:2]1([O:21][CH2:20][c:19]2[cH:10][c:11]3[c:12]([cH:13][cH:14][cH:15][cH:16]3)[cH:17][cH:18]2)[cH:3][c:4]([F:5])[cH:6][c:7]([F:8])[cH:9]1,US05098930
2333,123131,[F:1][c:2]1[cH:3][c:4]([Br:5])[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1.[cH:13]1[c:14]2[c:15]([cH:16][cH:17][cH:18][cH:19]2)[cH:20][cH:21][c:22]1[CH2:23][OH:24]>>[c:2]1([O:24][CH2:23][c:22]2[cH:13][c:14]3[c:15]([cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21]2)[cH:3][c:4]([Br:5])[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1,[c:2]1([O:24][CH2:23][c:22]2[cH:13][c:14]3[c:15]([cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21]2)[cH:3][c:4]([Br:5])[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1.[F:1][c:2]1[cH:3][c:4]([O:24][CH2:23][c:22]2[cH:13][c:14]3[c:15]([cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21]2)[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1,US05098930
2334,128411,[C:1]([c:2]1[cH:3][n:4][c:5]2[c:6]([c:7]1[Cl:8])[cH:9][cH:10][cH:11][c:12]2[F:13])(=[O:14])[CH2:15][CH2:16][CH3:17].[NH2:18][c:19]1[cH:20][cH:21][c:22]([OH:23])[cH:24][c:25]1[CH3:26]>O1CCOCC1>[C:1]([c:2]1[cH:3][n:4][c:5]2[c:6]([c:7]1[NH:18][c:19]1[cH:20][cH:21][c:22]([OH:23])[cH:24][c:25]1[CH3:26])[cH:9][cH:10][cH:11][c:12]2[F:13])(=[O:14])[CH2:15][CH2:16][CH3:17],[C:1]([c:2]1[cH:3][n:4][c:5]2[c:6]([c:7]1[NH:18][c:19]1[cH:20][cH:21][c:22]([OH:23])[cH:24][c:25]1[CH3:26])[cH:9][cH:10][cH:11][c:12]2[F:13])(=[O:14])[CH2:15][CH2:16][CH3:17].[C:1]([c:2]1[cH:3][n:4][c:5]2[c:6]([c:7]1[Cl:8])[cH:9][cH:10][cH:11][c:12]2[NH:18][c:19]1[cH:20][cH:21][c:22]([OH:23])[cH:24][c:25]1[CH3:26])(=[O:14])[CH2:15][CH2:16][CH3:17],US05143920
2335,128627,[Cl:1][c:2]1[c:3]2[c:4]([cH:5][c:6]([Cl:7])[cH:8][c:9]2[Cl:10])[n:11][cH:12][cH:13]1.[F:14][c:15]1[cH:16][cH:17][c:18]([OH:19])[cH:20][cH:21]1>C(OCC)(=O)C.[OH-].[Na+]>[c:2]1([O:19][c:18]2[cH:17][cH:16][c:15]([F:14])[cH:21][cH:20]2)[c:3]2[c:4]([cH:5][c:6]([Cl:7])[cH:8][c:9]2[Cl:10])[n:11][cH:12][cH:13]1,[c:2]1([O:19][c:18]2[cH:17][cH:16][c:15]([F:14])[cH:21][cH:20]2)[c:3]2[c:4]([cH:5][c:6]([Cl:7])[cH:8][c:9]2[Cl:10])[n:11][cH:12][cH:13]1.[Cl:1][c:2]1[c:3]2[c:4]([cH:5][c:6]([O:19][c:18]3[cH:17][cH:16][c:15]([F:14])[cH:21][cH:20]3)[cH:8][c:9]2[Cl:10])[n:11][cH:12][cH:13]1.[Cl:1][c:2]1[c:3]2[c:4]([cH:5][c:6]([Cl:7])[cH:8][c:9]2[O:19][c:18]2[cH:17][cH:16][c:15]([F:14])[cH:21][cH:20]2)[n:11][cH:12][cH:13]1.[c:15]12[cH:16][cH:17][c:18]([o:19]1)[cH:20][cH:21]2,US05145843
2336,128820,[CH3:1][NH2:2].[Cl:3][c:4]1[n:5][c:6]([Cl:7])[cH:8][cH:9][n:10]1>ClCCl>[CH3:1][NH:2][c:6]1[n:5][c:4]([Cl:3])[n:10][cH:9][cH:8]1,[CH3:1][NH:2][c:6]1[n:5][c:4]([Cl:3])[n:10][cH:9][cH:8]1.[CH3:1][NH:2][c:4]1[n:5][c:6]([Cl:7])[cH:8][cH:9][n:10]1,US05147876
2337,129680,[CH2:1]([N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1)[CH3:8].[CH:9]1([n:10]2[c:11]3[c:12]([cH:13][c:14]([F:15])[c:16]([F:17])[cH:18]3)[c:19](=[O:20])[c:21]([C:22]([OH:23])=[O:24])[cH:25]2)[CH2:26][CH2:27]1>O>[CH2:1]([N:2]1[CH2:3][CH2:4][N:5]([c:16]2[c:14]([F:15])[cH:13][c:12]3[c:11]([n:10]([CH:9]4[CH2:26][CH2:27]4)[cH:25][c:21]([C:22]([OH:23])=[O:24])[c:19]3=[O:20])[cH:18]2)[CH2:6][CH2:7]1)[CH3:8],[CH2:1]([N:2]1[CH2:3][CH2:4][N:5]([c:16]2[c:14]([F:15])[cH:13][c:12]3[c:11]([n:10]([CH:9]4[CH2:26][CH2:27]4)[cH:25][c:21]([C:22]([OH:23])=[O:24])[c:19]3=[O:20])[cH:18]2)[CH2:6][CH2:7]1)[CH3:8].[CH2:1]([N:2]1[CH2:3][CH2:4][N:5]([c:14]2[cH:13][c:12]3[c:11]([n:10]([CH:9]4[CH2:26][CH2:27]4)[cH:25][c:21]([C:22]([OH:23])=[O:24])[c:19]3=[O:20])[cH:18][c:16]2[F:17])[CH2:6][CH2:7]1)[CH3:8],US05155223
2338,132740,[Cl:1][c:2]1[cH:3][c:4]([Cl:5])[cH:6][cH:7][c:8]1[N+:9]([O-:10])=[O:11].[c:12]1([OH:13])[cH:14][cH:15][cH:16][cH:17][cH:18]1>[OH-].[K+]>[c:2]1([O:13][c:12]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:3][c:4]([Cl:5])[cH:6][cH:7][c:8]1[N+:9]([O-:10])=[O:11],[c:2]1([O:13][c:12]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:3][c:4]([Cl:5])[cH:6][cH:7][c:8]1[N+:9]([O-:10])=[O:11].[Cl:1][c:2]1[cH:3][c:4]([O:13][c:12]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:6][cH:7][c:8]1[N+:9]([O-:10])=[O:11],US05185471
2339,137063,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[NH:20]1[CH2:21][CH2:22][CH:23]([c:24]2[cH:25][cH:26][cH:27][cH:28][n:29]2)[CH2:30]1>>[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][cH:26][cH:27][cH:28][n:29]5)[CH2:30]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][cH:26][cH:27][cH:28][n:29]5)[CH2:30]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][cH:26][cH:27][cH:28][n:29]5)[CH2:30]4)[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,US05221676
2340,137065,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[NH:20]1[CH2:21][CH2:22][CH:23]([c:24]2[cH:25][n:26][cH:27][cH:28][cH:29]2)[CH2:30]1>>[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][n:26][cH:27][cH:28][cH:29]5)[CH2:30]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][n:26][cH:27][cH:28][cH:29]5)[CH2:30]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][n:26][cH:27][cH:28][cH:29]5)[CH2:30]4)[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,US05221676
2341,137068,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[NH:20]1[CH2:21][CH2:22][CH:23]([c:24]2[cH:25][cH:26][n:27][cH:28][cH:29]2)[CH2:30]1>>[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][cH:26][n:27][cH:28][cH:29]5)[CH2:30]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][cH:26][n:27][cH:28][cH:29]5)[CH2:30]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[cH:25][cH:26][n:27][cH:28][cH:29]5)[CH2:30]4)[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,US05221676
2342,137066,[NH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH:22]1[CH2:23][CH2:24][CH:25]([c:26]2[cH:27][n:28][cH:29][cH:30][cH:31]2)[CH2:32]1>>[NH2:1][c:2]1[c:3]([F:4])[c:5]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][n:28][cH:29][cH:30][cH:31]3)[CH2:32]2)[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1,[NH2:1][c:2]1[c:3]([F:4])[c:5]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][n:28][cH:29][cH:30][cH:31]3)[CH2:32]2)[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:1][c:2]1[c:3]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][n:28][cH:29][cH:30][cH:31]3)[CH2:32]2)[c:5]([F:6])[c:7]([F:8])[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1.[NH2:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7]([N:22]2[CH2:23][CH2:24][CH:25]([c:26]3[cH:27][n:28][cH:29][cH:30][cH:31]3)[CH2:32]2)[c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1,US05221676
2343,137070,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([F:9])[c:10]3[C:11]([F:12])([F:13])[F:14])[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]2)[CH2:22][CH2:23]1.[NH:24]1[CH2:25][CH2:26][CH:27]([c:28]2[cH:29][cH:30][n:31][cH:32][cH:33]2)[CH2:34]1>>[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:24]4[CH2:25][CH2:26][CH:27]([c:28]5[cH:29][cH:30][n:31][cH:32][cH:33]5)[CH2:34]4)[c:10]3[C:11]([F:12])([F:13])[F:14])[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]2)[CH2:22][CH2:23]1,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:24]4[CH2:25][CH2:26][CH:27]([c:28]5[cH:29][cH:30][n:31][cH:32][cH:33]5)[CH2:34]4)[c:10]3[C:11]([F:12])([F:13])[F:14])[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]2)[CH2:22][CH2:23]1.[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([N:24]4[CH2:25][CH2:26][CH:27]([c:28]5[cH:29][cH:30][n:31][cH:32][cH:33]5)[CH2:34]4)[c:8]([F:9])[c:10]3[C:11]([F:12])([F:13])[F:14])[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]2)[CH2:22][CH2:23]1,US05221676
2344,137072,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[NH:20]1[CH2:21][CH2:22][CH:23]([c:24]2[c:25]([CH2:26][NH2:27])[cH:28][cH:29][cH:30][n:31]2)[CH2:32]1>>[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[c:25]([CH2:26][NH2:27])[cH:28][cH:29][cH:30][n:31]5)[CH2:32]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[c:25]([CH2:26][NH2:27])[cH:28][cH:29][cH:30][n:31]5)[CH2:32]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[c:25]([CH2:26][NH2:27])[cH:28][cH:29][cH:30][n:31]5)[CH2:32]4)[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,US05221676
2345,137071,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[NH:20]1[CH2:21][CH2:22][CH:23]([c:24]2[c:25]([NH2:26])[cH:27][cH:28][cH:29][n:30]2)[CH2:31]1>>[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[c:25]([NH2:26])[cH:27][cH:28][cH:29][n:30]5)[CH2:31]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([F:7])[c:8]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[c:25]([NH2:26])[cH:27][cH:28][cH:29][n:30]5)[CH2:31]4)[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1.[CH:1]1([n:2]2[c:3]3[c:4]([cH:5][c:6]([N:20]4[CH2:21][CH2:22][CH:23]([c:24]5[c:25]([NH2:26])[cH:27][cH:28][cH:29][n:30]5)[CH2:31]4)[c:8]([F:9])[cH:10]3)[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17]2)[CH2:18][CH2:19]1,US05221676
2346,137073,[F:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([cH:7][c:8]1[F:9])[n:10](-[c:11]1[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]1[F:18])[cH:19][c:20]([C:21]([OH:22])=[O:23])[c:24]2=[O:25].[NH:26]1[CH2:27][CH2:28][CH:29]([c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]2[CH2:36][NH2:37])[CH2:38]1>>[F:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([cH:7][c:8]1[N:26]1[CH2:27][CH2:28][CH:29]([c:30]3[cH:31][cH:32][cH:33][cH:34][c:35]3[CH2:36][NH2:37])[CH2:38]1)[n:10](-[c:11]1[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]1[F:18])[cH:19][c:20]([C:21]([OH:22])=[O:23])[c:24]2=[O:25],[F:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([cH:7][c:8]1[N:26]1[CH2:27][CH2:28][CH:29]([c:30]3[cH:31][cH:32][cH:33][cH:34][c:35]3[CH2:36][NH2:37])[CH2:38]1)[n:10](-[c:11]1[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]1[F:18])[cH:19][c:20]([C:21]([OH:22])=[O:23])[c:24]2=[O:25].[c:2]1([N:26]2[CH2:27][CH2:28][CH:29]([c:30]3[cH:31][cH:32][cH:33][cH:34][c:35]3[CH2:36][NH2:37])[CH2:38]2)[c:3]([CH3:4])[c:5]2[c:6]([cH:7][c:8]1[F:9])[n:10](-[c:11]1[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]1[F:18])[cH:19][c:20]([C:21]([OH:22])=[O:23])[c:24]2=[O:25].[F:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([cH:7][c:8]1[F:9])[n:10](-[c:11]1[cH:12][cH:13][c:14]([N:26]3[CH2:27][CH2:28][CH:29]([c:30]4[cH:31][cH:32][cH:33][cH:34][c:35]4[CH2:36][NH2:37])[CH2:38]3)[cH:16][c:17]1[F:18])[cH:19][c:20]([C:21]([OH:22])=[O:23])[c:24]2=[O:25].[F:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([cH:7][c:8]1[F:9])[n:10](-[c:11]1[cH:12][cH:13][c:14]([F:15])[cH:16][c:17]1[N:26]1[CH2:27][CH2:28][CH:29]([c:30]3[cH:31][cH:32][cH:33][cH:34][c:35]3[CH2:36][NH2:37])[CH2:38]1)[cH:19][c:20]([C:21]([OH:22])=[O:23])[c:24]2=[O:25],US05221676
2347,141098,[NH2:1][C@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11].[c:12]1(-[n:13]2[c:14]3[n:15][c:16]([Cl:17])[n:18][c:19]([Cl:20])[c:21]3[cH:22][n:23]2)[cH:24][cH:25][cH:26][cH:27][cH:28]1>C(O)C>[NH:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11])[c:19]1[n:18][c:16]([Cl:17])[n:15][c:14]2[n:13](-[c:12]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[n:23][cH:22][c:21]21,[NH:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11])[c:19]1[n:18][c:16]([Cl:17])[n:15][c:14]2[n:13](-[c:12]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[n:23][cH:22][c:21]21.[NH:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][OH:11])[c:16]1[n:15][c:14]2[n:13](-[c:12]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[n:23][cH:22][c:21]2[c:19]([Cl:20])[n:18]1,US05256650
2348,141005,[F:1][c:2]1[c:3]([F:4])[cH:5][c:6]2[c:7](=[O:8])[c:9]([C:10]([OH:11])=[O:12])[cH:13][n:14]3[c:15]2[c:16]1[CH2:17][CH:18]([CH3:19])[N:20]3[CH3:21].[NH:22]1[CH2:23][CH2:24][CH2:25][CH2:26]1>C(#N)C>[c:2]1([N:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)[c:3]([F:4])[cH:5][c:6]2[c:7](=[O:8])[c:9]([C:10]([OH:11])=[O:12])[cH:13][n:14]3[c:15]2[c:16]1[CH2:17][CH:18]([CH3:19])[N:20]3[CH3:21],[c:2]1([N:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)[c:3]([F:4])[cH:5][c:6]2[c:7](=[O:8])[c:9]([C:10]([OH:11])=[O:12])[cH:13][n:14]3[c:15]2[c:16]1[CH2:17][CH:18]([CH3:19])[N:20]3[CH3:21].[F:1][c:2]1[c:3]([N:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)[cH:5][c:6]2[c:7](=[O:8])[c:9]([C:10]([OH:11])=[O:12])[cH:13][n:14]3[c:15]2[c:16]1[CH2:17][CH:18]([CH3:19])[N:20]3[CH3:21],US05254685
2349,142235,[Cl:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([Cl:8])[c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[n:15]1.[NH2:16][CH2:17][c:18]1[cH:19][cH:20][n:21][cH:22][cH:23]1>>[Cl:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([NH:16][CH2:17][c:18]2[cH:19][cH:20][n:21][cH:22][cH:23]2)[c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[n:15]1,[Cl:1][c:2]1[c:3]([N+:4]([O-:5])=[O:6])[c:7]([NH:16][CH2:17][c:18]2[cH:19][cH:20][n:21][cH:22][cH:23]2)[c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[n:15]1.[c:2]1([NH:16][CH2:17][c:18]2[cH:19][cH:20][n:21][cH:22][cH:23]2)[c:3]([N+:4]([O-:5])=[O:6])[c:7]([Cl:8])[c:9]2[c:10]([cH:11][cH:12][cH:13][cH:14]2)[n:15]1,US05268376
2350,144076,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:6]2[c:7]([F:8])[c:9]([F:10])[c:11]([N+:12]([O-:13])=[O:14])[c:15]([F:16])[c:17]2[F:18])[CH2:19][CH2:20]1.[CH:21]1([NH2:22])[CH2:23][CH2:24]1>C(N(CC)CC)C>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:6]2[c:7]([F:8])[c:9]([F:10])[c:11]([N+:12]([O-:13])=[O:14])[c:15]([NH:22][CH:21]3[CH2:23][CH2:24]3)[c:17]2[F:18])[CH2:19][CH2:20]1,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:6]2[c:7]([F:8])[c:9]([F:10])[c:11]([N+:12]([O-:13])=[O:14])[c:15]([NH:22][CH:21]3[CH2:23][CH2:24]3)[c:17]2[F:18])[CH2:19][CH2:20]1.[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:6]2[c:7]([F:8])[c:9]([F:10])[c:11]([N+:12]([O-:13])=[O:14])[c:15]([F:16])[c:17]2[NH:22][CH:21]2[CH2:23][CH2:24]2)[CH2:19][CH2:20]1,US05283248
2351,144057,[CH3:1][N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[Cl:8][c:9]1[c:10]([F:11])[cH:12][c:13]([N+:14]([O-:15])=[O:16])[c:17]([N:18]([CH2:19][CH3:20])[C:21](=[O:22])[CH3:23])[cH:24]1>>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:9]2[c:10]([F:11])[cH:12][c:13]([N+:14]([O-:15])=[O:16])[c:17]([N:18]([CH2:19][CH3:20])[C:21](=[O:22])[CH3:23])[cH:24]2)[CH2:6][CH2:7]1,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:9]2[c:10]([F:11])[cH:12][c:13]([N+:14]([O-:15])=[O:16])[c:17]([N:18]([CH2:19][CH3:20])[C:21](=[O:22])[CH3:23])[cH:24]2)[CH2:6][CH2:7]1.[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:10]2[c:9]([Cl:8])[cH:24][c:17]([N:18]([CH2:19][CH3:20])[C:21](=[O:22])[CH3:23])[c:13]([N+:14]([O-:15])=[O:16])[cH:12]2)[CH2:6][CH2:7]1,US05283248
