,,reaction_id,smiles,reaction_core,activation_energy
3249,3249,3249,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[2, 1, 8]]",15.720056307885866
3250,3250,3250,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 8]]",36.72827981049512
3251,3251,3251,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Cl-:9],"[[2, 1, 8]]",48.83885008656472
3252,3252,3252,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Br-:9],"[[2, 1, 8]]",50.75472963928826
3253,3253,3253,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 8]]",29.46157542190776
3254,3254,3254,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Cl-:9],"[[2, 1, 8]]",32.28556926207856
3255,3255,3255,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Br-:9],"[[2, 1, 8]]",40.76059615485234
3256,3256,3256,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 8]]",24.093803133964983
3257,3257,3257,[CH3:1][C:2]([CH3:3])([CH3:4])[Cl:5].[F-:6],"[[4, 1, 5]]",17.693424712847733
3258,3258,3258,[CH3:1][C:2]([CH3:3])([CH3:4])[Cl:5].[Cl-:6],"[[4, 1, 5]]",31.67420118108844
3259,3259,3259,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[Br-:9],"[[3, 1, 8]]",54.036277689325246
3260,3260,3260,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[Br-:9],"[[3, 1, 8]]",42.401317741154
3261,3261,3261,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 1, 8]]",35.545413725329205
3262,3262,3262,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[Br-:9],"[[3, 1, 8]]",38.84108634713017
3263,3263,3263,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",29.294848865645065
3264,3264,3264,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",34.08903992129725
3265,3265,3265,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][C:6]#[N:7].[Cl-:8],"[[3, 1, 7]]",50.44328330959004
3266,3266,3266,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",20.328415004785487
3267,3267,3267,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",20.948042362690742
3268,3268,3268,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[Br-:8],"[[3, 1, 7]]",37.64569798608316
3269,3269,3269,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[F-:7],"[[5, 2, 6]]",20.22785380784285
3270,3270,3270,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[Cl-:7],"[[5, 2, 6]]",34.42532791949422
3271,3271,3271,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[F-:7],"[[5, 2, 6]]",16.811187406383812
3272,3272,3272,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[Cl-:7],"[[5, 2, 6]]",31.20778534227798
3273,3273,3273,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",34.80580368776393
3274,3274,3274,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6]]",40.517090866635385
3275,3275,3275,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 1, 6]]",53.87411061257922
3276,3276,3276,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[Br-:7],"[[3, 1, 6]]",54.92647750536658
3277,3277,3277,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",25.327586847560035
3278,3278,3278,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6]]",26.96957485617259
3279,3279,3279,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 1, 6]]",38.35639324656044
3280,3280,3280,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 8]]",21.4710936175757
3281,3281,3281,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 1, 8]]",30.313018989705306
3282,3282,3282,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 1, 8]]",47.80484118192536
3283,3283,3283,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 8]]",17.513812354756148
3284,3284,3284,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 1, 8]]",36.28860258407164
3285,3285,3285,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 1, 10]]",11.61044841102938
3286,3286,3286,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([CH3:7])([CH3:8])[F:9].[Cl-:10],"[[8, 5, 9]]",51.81785442312204
3287,3287,3287,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([CH3:7])([CH3:8])[F:9].[Br-:10],"[[8, 5, 9]]",59.93516337121477
3288,3288,3288,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 1, 9]]",38.21445873636307
3289,3289,3289,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 1, 9]]",52.397824137254894
3290,3290,3290,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",15.614088427708392
3291,3291,3291,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",15.563756307488742
3292,3292,3292,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[Cl-:8],"[[3, 1, 7]]",27.217094802179734
3293,3293,3293,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[Br-:8],"[[3, 1, 7]]",33.410337794832714
3294,3294,3294,[CH3:1][C:2]([CH3:3])([F:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Br-:11],"[[3, 1, 10]]",54.128332363453616
3295,3295,3295,[CH3:1][C:2]([CH3:3])([F:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[3, 1, 9]]",30.33699382682002
3296,3296,3296,[CH3:1][C:2]([CH3:3])([F:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[3, 1, 9]]",37.30981865033607
3297,3297,3297,[CH3:1][C:2]([CH3:3])([Cl:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[3, 1, 9]]",31.2829608257338
3298,3298,3298,[CH3:1][C:2]([CH3:3])([Cl:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[3, 1, 9]]",39.11387353381947
3299,3299,3299,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[3, 1, 9]]",27.234241191447808
3300,3300,3300,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Cl:8].[H-:9],"[[7, 4, 8]]",20.879363263834872
3301,3301,3301,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Cl:8].[F-:9],"[[7, 4, 8]]",24.66775073657157
3302,3302,3302,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Cl:8].[Cl-:9],"[[7, 4, 8]]",30.70588619060513
3303,3303,3303,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Cl:8].[Br-:9],"[[7, 4, 8]]",44.330649199566935
3304,3304,3304,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",33.38786583522234
3305,3305,3305,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",36.44402063216355
3306,3306,3306,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8]]",49.77468054900381
3307,3307,3307,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Br-:9],"[[3, 1, 8]]",42.71725108620213
3308,3308,3308,[CH3:1][C:2]([CH3:3])([Br:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",23.143994151459765
3309,3309,3309,[CH3:1][C:2]([CH3:3])([Br:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",19.785091282591303
3310,3310,3310,[CH3:1][C:2]([CH3:3])([Br:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8]]",35.40698854256144
3311,3311,3311,[CH3:1][C:2]([CH3:3])([Br:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Br-:9],"[[3, 1, 8]]",38.771770017212994
3312,3312,3312,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[F:6].[Cl-:7],"[[5, 2, 6]]",48.95617640121497
3313,3313,3313,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[F:6].[Br-:7],"[[5, 2, 6]]",52.81749435587646
3314,3314,3314,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[F-:7],"[[5, 2, 6]]",19.256842047672
3315,3315,3315,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[Br-:7],"[[5, 2, 6]]",36.51319893361492
3316,3316,3316,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[H-:7],"[[5, 2, 6]]",16.32671469823302
3317,3317,3317,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[F-:7],"[[5, 2, 6]]",14.917116896335433
3318,3318,3318,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[Cl-:7],"[[5, 2, 6]]",28.07110299151072
3319,3319,3319,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C:6]([CH3:7])([CH3:8])[Cl:9].[H-:10],"[[8, 5, 9]]",20.26439818403953
3320,3320,3320,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C:6]([CH3:7])([CH3:8])[Br:9].[H-:10],"[[8, 5, 9]]",18.81630731128725
3321,3321,3321,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C:6]([CH3:7])([CH3:8])[Br:9].[Cl-:10],"[[8, 5, 9]]",36.454286879124325
3322,3322,3322,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C:6]([CH3:7])([CH3:8])[Br:9].[Br-:10],"[[8, 5, 9]]",39.59256414090484
3323,3323,3323,[CH3:1][C@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[F:8].[H-:9],"[[7, 4, 8]]",29.08400657426669
3324,3324,3324,[CH3:1][C@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[F:8].[F-:9],"[[7, 4, 8]]",34.89089394201893
3325,3325,3325,[CH3:1][C@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[F:8].[Cl-:9],"[[7, 4, 8]]",53.0103023733576
3326,3326,3326,[CH3:1][C@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Br:8].[F-:9],"[[7, 4, 8]]",22.65422682191728
3327,3327,3327,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[F:7].[H-:8],"[[6, 3, 7]]",30.795306635721545
3328,3328,3328,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[F:7].[F-:8],"[[6, 3, 7]]",35.05353838663943
3329,3329,3329,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[F:7].[Cl-:8],"[[6, 3, 7]]",49.36264111268128
3330,3330,3330,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[F:7].[Br-:8],"[[6, 3, 7]]",56.02696517885049
3331,3331,3331,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[Cl:7].[F-:8],"[[6, 3, 7]]",24.715465546288943
3332,3332,3332,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[Br:7].[H-:8],"[[6, 3, 7]]",21.378613242965084
3333,3333,3333,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[Br:7].[F-:8],"[[6, 3, 7]]",19.31639325015795
3334,3334,3334,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[F:7].[H-:8],"[[6, 3, 7]]",38.150295360723625
3335,3335,3335,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[F:7].[F-:8],"[[6, 3, 7]]",42.58764657296175
3336,3336,3336,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[F:7].[Cl-:8],"[[6, 3, 7]]",56.48249182613839
3337,3337,3337,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[F:7].[Br-:8],"[[6, 3, 7]]",56.542988782693385
3338,3338,3338,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Br:7].[H-:8],"[[6, 3, 7]]",26.81281605385689
3339,3339,3339,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Br:7].[F-:8],"[[6, 3, 7]]",25.02457793251091
3340,3340,3340,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",28.22513331354431
3341,3341,3341,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6]]",37.793401639667145
3342,3342,3342,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 1, 6]]",49.07708706528504
3343,3343,3343,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][NH2:6].[Br-:7],"[[3, 1, 6]]",53.0560118817243
3344,3344,3344,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",15.441814321484785
3345,3345,3345,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",16.740568391289283
3346,3346,3346,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6]]",17.865434980720124
3347,3347,3347,[CH3:1][C:2]([CH3:3])([Br:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[3, 1, 9]]",37.52492324939404
3348,3348,3348,[CH3:1][C:2]([CH3:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",30.108593167552648
3349,3349,3349,[CH3:1][C:2]([CH3:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",40.70394304134491
3350,3350,3350,[CH3:1][C:2]([CH3:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8]]",55.05726803318137
3351,3351,3351,[CH3:1][C:2]([CH3:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Br-:9],"[[3, 1, 8]]",58.88401682496802
3352,3352,3352,[CH3:1][C:2]([CH3:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8]]",44.369916008743495
3353,3353,3353,[CH3:1][C:2]([CH3:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Br-:9],"[[3, 1, 8]]",48.1365360529017
3354,3354,3354,[CH3:1][C:2]([CH3:3])([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",22.64887554138318
3355,3355,3355,[CH3:1][C:2]([CH3:3])([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",26.58388003655249
3356,3356,3356,[CH3:1][C:2]([CH3:3])([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8]]",41.15175718466677
3357,3357,3357,[CH3:1][C@@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Br:7].[F-:8],"[[6, 3, 7]]",25.700781741440363
3358,3358,3358,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7]]",28.28679557202645
3359,3359,3359,[CH3:1][C:2]([CH3:3])([NH2:4])[F:5].[H-:6],"[[4, 1, 5]]",33.68802521861661
3360,3360,3360,[CH3:1][C:2]([CH3:3])([NH2:4])[F:5].[F-:6],"[[4, 1, 5]]",37.62059754211364
3361,3361,3361,[CH3:1][C:2]([CH3:3])([NH2:4])[Cl:5].[H-:6],"[[4, 1, 5]]",22.14471106302371
3362,3362,3362,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 8]]",25.62784295752988
3363,3363,3363,[CH3:1][C@:2]([NH2:3])([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 8]]",22.222702193284725
3364,3364,3364,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",33.95100390939191
3365,3365,3365,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",39.83489996184935
3366,3366,3366,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[Br-:8],"[[3, 1, 7]]",50.77627943958129
3367,3367,3367,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",25.90383330215149
3368,3368,3368,[CH3:1][C@:2]([NH2:3])([Br:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",22.39649697722628
3369,3369,3369,[CH3:1][C@:2]([NH2:3])([Br:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",14.634490926239556
3370,3370,3370,[CH3:1][CH2:2][C@@:3]([CH3:4])([NH2:5])[F:6].[H-:7],"[[5, 2, 6]]",35.631480015793294
3371,3371,3371,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",40.49144142149386
3372,3372,3372,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6]]",46.15659379577904
3373,3373,3373,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",22.9256130847478
3374,3374,3374,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 8]]",25.32467295546671
3375,3375,3375,[CH3:1][C@:2]([NH2:3])([F:4])[CH:5]([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[Cl-:12],"[[3, 1, 11]]",62.23649710256461
3376,3376,3376,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[Cl:9].[H-:10],"[[8, 5, 9]]",33.4326943459235
3377,3377,3377,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[Br:9].[H-:10],"[[8, 5, 9]]",25.99579426069608
3378,3378,3378,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",31.00960108560556
3379,3379,3379,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",36.785044197805775
3380,3380,3380,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[Br-:8],"[[3, 1, 7]]",46.975734155736845
3381,3381,3381,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7]]",21.15736003476123
3382,3382,3382,[CH3:1][C@:2]([NH2:3])([Br:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7]]",9.737800929444496
3383,3383,3383,[CH3:1][C@:2]([NH2:3])([F:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 1, 10]]",28.56229143311697
3384,3384,3384,[CH3:1][C@:2]([NH2:3])([Br:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 1, 10]]",26.95599695138363
3385,3385,3385,[CH3:1][C@:2]([NH2:3])([F:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[3, 1, 9]]",41.33690684321368
3386,3386,3386,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[3, 1, 9]]",35.32201738509673
3387,3387,3387,[CH3:1][C@:2]([NH2:3])([Br:4])[CH:5]([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[3, 1, 9]]",24.4850850731641
3388,3388,3388,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 8]]",33.61836119635821
3389,3389,3389,[CH3:1][C@:2]([NH2:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",38.16512956843
3390,3390,3390,[CH3:1][C@:2]([NH2:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",42.743806194360815
3391,3391,3391,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[F:9].[H-:10],"[[8, 5, 9]]",29.01219142736415
3392,3392,3392,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[F:9].[F-:10],"[[8, 5, 9]]",38.53098830972522
3393,3393,3393,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[Cl:9].[H-:10],"[[8, 5, 9]]",24.042542840757665
3394,3394,3394,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 8]]",33.76107105137386
3395,3395,3395,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[Br:8].[H-:9],"[[7, 4, 8]]",22.8026320414295
3396,3396,3396,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7]]",34.07585062618218
3397,3397,3397,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[F-:8],"[[6, 3, 7]]",40.42318450185081
3398,3398,3398,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 7]]",27.78656078015373
3399,3399,3399,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[Br:7].[H-:8],"[[6, 3, 7]]",22.857616072637114
3400,3400,3400,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7]]",41.09550153513526
3401,3401,3401,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6]]",20.21715605399529
3402,3402,3402,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6]]",11.567055890738215
3403,3403,3403,[CH3:1][C@:2]([NH2:3])([F:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 9]]",29.644334166399062
3404,3404,3404,[CH3:1][C@:2]([NH2:3])([F:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 1, 9]]",43.40575171340909
3405,3405,3405,[CH3:1][C@:2]([NH2:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",31.35527434118557
3406,3406,3406,[CH3:1][C@:2]([NH2:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",36.971412293980606
3407,3407,3407,[CH3:1][C@:2]([NH2:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8]]",26.72983390600439
3408,3408,3408,[CH3:1][C@:2]([NH2:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8]]",29.49372892794705
3409,3409,3409,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7]]",33.124175700998684
3410,3410,3410,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[Br:7].[H-:8],"[[6, 3, 7]]",23.832361123358048
3411,3411,3411,[CH3:1][C@:2]([NH2:3])([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7]]",35.977686573633854
3412,3412,3412,[CH3:1][C@:2]([NH2:3])([F:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 7]]",40.05213631349943
3413,3413,3413,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7]]",28.853484006141056
3415,3415,3415,[CH3:1][C@H:2]([NH2:3])[Br:4].[H-:5],"[[3, 1, 4]]",12.451071887661652
3416,3416,3416,[NH2:1][C@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[Br-:8],"[[2, 1, 7]]",15.572677323294975
3417,3417,3417,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 6]]",27.303499383825912
3418,3418,3418,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[F:6].[Cl-:7],"[[5, 3, 6]]",50.44084026037819
3419,3419,3419,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[F:6].[Br-:7],"[[5, 3, 6]]",52.95120149260882
