,reaction_id,smiles,products_run
606,606,[CH3:1][C@H:2]([Br:3])[CH:4]([C:5]#[N:6])[C:7]#[N:8].[F-:9],"[[2, 1, 8], [2, 1, 3, 8]]"
607,607,[CH3:1][C@H:2]([Br:3])[C@@H:4]([CH3:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
608,608,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[CH2:6][C:7]#[N:8].[F-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
609,609,[CH3:1][C@H:2]([Br:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
610,610,[CH3:1][C@H:2]([F:3])[C@@H:4]([CH3:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
611,611,[CH3:1][C@H:2]([F:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
612,612,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
613,613,[CH3:1][C@H:2]([F:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
614,614,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([F:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
615,615,[N:1]#[C:2][C@H:3]([NH2:4])[CH2:5][Cl:6].[F-:7],"[[5, 4, 6], [5, 4, 2, 6]]"
616,616,[CH3:1][CH2:2][C@H:3]([CH3:4])[Cl:5].[Br-:6],"[[4, 2, 1, 5], [4, 2, 5]]"
617,617,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[F-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
621,621,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Cl:6].[Cl-:7],"[[5, 3, 1, 6], [5, 3, 6]]"
622,622,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Cl:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
623,623,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Cl:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
624,624,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Br:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
625,625,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Br:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
626,626,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[Br:7].[F-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
627,627,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Cl:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
628,628,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Cl:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
629,629,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
630,630,[CH3:1][C@H:2]([Cl:3])[C@H:4]([CH3:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
632,632,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6], [3, 1, 4, 6]]"
634,634,[CH3:1][CH:2]([CH3:3])[Cl:4].[F-:5],"[[3, 1, 4], [3, 1, 0, 4]]"
635,635,[CH3:1][C@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
636,636,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 8], [2, 1, 3, 8]]"
637,637,[CH3:1][C@:2]([NH2:3])([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 4, 6], [3, 1, 6]]"
640,640,[CH3:1][C@H:2]([Br:3])[CH2:4][NH2:5].[H-:6],"[[2, 1, 5], [2, 1, 3, 5]]"
642,642,[CH3:1][C@H:2]([Br:3])[C@H:4]([NH2:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
643,643,[CH3:1][C@H:2]([Cl:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8], [2, 1, 3, 8]]"
644,644,[CH3:1][C@H:2]([F:3])[C@@H:4]([CH3:5])[NH2:6].[F-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
645,645,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
646,646,[CH3:1][C@H:2]([F:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
647,647,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[F-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
648,648,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
650,650,[CH3:1][C:2]([CH3:3])([Cl:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 1, 0, 7], [3, 1, 7]]"
651,651,[CH3:1][C:2]([CH3:3])([Cl:4])[N+:5](=[O:6])[O-:7].[Cl-:8],"[[3, 1, 0, 7], [3, 1, 7]]"
654,654,[CH3:1][CH:2]([CH3:3])[C@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
655,655,[CH3:1][CH2:2][C@@:3]([CH3:4])([NH2:5])[F:6].[H-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
658,658,[CH3:1][CH2:2][C@:3]([CH3:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
659,659,[CH3:1][CH2:2][C@:3]([CH3:4])([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
660,660,[CH3:1][CH2:2][C@:3]([CH3:4])([F:5])[C:6]#[N:7].[H-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
661,661,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
662,662,[CH3:1][C@:2]([F:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8], [2, 1, 3, 8]]"
663,663,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8], [4, 3, 8]]"
664,664,[CH3:1][C@:2]([F:3])([CH:4]([NH2:5])[NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[2, 1, 9], [2, 1, 3, 9]]"
665,665,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6], [2, 1, 6]]"
666,666,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Cl-:9],"[[2, 1, 5, 8], [2, 1, 8]]"
667,667,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[Br-:7],"[[2, 1, 3, 6], [2, 1, 6]]"
668,668,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Br-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
669,669,[CH3:1][C:2]([CH3:3])([Cl:4])[C:5]#[N:6].[Br-:7],"[[3, 1, 0, 6], [3, 1, 6]]"
670,670,[CH3:1][CH2:2][C@:3]([CH3:4])([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 2, 1, 7], [4, 2, 7]]"
671,671,[CH3:1][CH2:2][C@:3]([CH3:4])([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
672,672,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Cl-:8],"[[2, 1, 5, 7], [2, 1, 7]]"
673,673,[CH3:1][CH:2]([CH3:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
674,674,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[F-:8],"[[2, 1, 7], [2, 1, 5, 7]]"
675,675,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7], [2, 1, 7]]"
677,677,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 8], [3, 2, 6, 8]]"
678,678,[CH3:1][CH:2]([CH3:3])[C@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
679,679,[CH3:1][CH2:2][C@H:3]([Cl:4])[C:5]#[N:6].[H-:7],"[[3, 2, 1, 6], [3, 2, 6]]"
680,680,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[H-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
681,681,[CH3:1][CH2:2][C@:3]([CH3:4])([Br:5])[C:6]#[N:7].[H-:8],"[[4, 2, 1, 7], [4, 2, 7]]"
682,682,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
685,685,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
686,686,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH2:6][NH2:7].[H-:8],"[[2, 1, 7], [2, 1, 5, 7]]"
690,690,[N:1]#[C:2][C@@:3]([Cl:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[3, 2, 4, 9], [3, 2, 9]]"
693,693,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[C@H:6]([NH2:7])[C:8]#[N:9].[Cl-:10],"[[2, 1, 9], [2, 1, 5, 9]]"
694,694,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[NH2:6].[H-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
695,695,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
696,696,[CH3:1][C:2]([CH3:3])([CH3:4])[Cl:5].[H-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
697,697,[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5].[H-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
698,698,[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5].[F-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
699,699,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
700,700,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Cl:6].[Cl-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
702,702,[CH3:1][C:2]([CH3:3])([CH3:4])[Cl:5].[Cl-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
703,703,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Cl:8].[Cl-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
704,704,[CH3:1][C:2]([CH3:3])([CH3:4])[Cl:5].[F-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
705,705,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Cl:8].[F-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
706,706,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[Cl-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
707,707,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[Br:6].[F-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
708,708,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 1, 6], [3, 1, 4, 6]]"
709,709,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 1, 6], [3, 1, 4, 6]]"
710,710,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
711,711,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Cl:7].[F-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
712,712,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 6], [3, 1, 4, 6]]"
713,713,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][C:6]#[N:7].[Cl-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
714,714,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
715,715,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6], [3, 1, 4, 6]]"
716,716,[CH3:1][C:2]([CH3:3])([F:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
717,717,[CH3:1][C@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[F:8].[H-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
718,718,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[F:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
721,721,[CH3:1][C@H:2]([C:3]#[N:4])[C:5]([CH3:6])([CH3:7])[Br:8].[F-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
723,723,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
724,724,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Cl:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
725,725,[CH3:1][C:2]([CH3:3])([Br:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
726,726,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
728,728,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][NH2:6].[H-:7],"[[3, 1, 6], [3, 1, 4, 6]]"
729,729,[CH3:1][C:2]([CH3:3])([Cl:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
730,730,[CH3:1][C:2]([CH3:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
731,731,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
733,733,[CH3:1][C@@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Br:7].[F-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
734,734,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[Cl-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
735,735,[CH3:1][C:2]([CH3:3])([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
736,736,[CH3:1][C@@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Cl:7].[F-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
737,737,[CH3:1][C@@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[Cl:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
738,738,[CH3:1][C:2]([CH3:3])([Cl:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
739,739,[CH3:1][C:2]([CH3:3])([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
740,740,[NH2:1][C@@:2]([F:3])([CH2:4][N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[2, 1, 10], [2, 1, 3, 10]]"
742,742,[CH3:1][C:2]([CH3:3])([NH2:4])[Cl:5].[H-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
743,743,[CH3:1][C@:2]([NH2:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
745,745,[CH3:1][C@:2]([NH2:3])([Br:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
747,747,[CH3:1][C:2]([CH3:3])([Br:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
748,748,[CH3:1][C@:2]([NH2:3])([Br:4])[CH2:5][C:6]#[N:7].[F-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
749,749,[CH3:1][C@:2]([NH2:3])([F:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
750,750,[CH3:1][CH2:2][C:3]([NH2:4])([NH2:5])[F:6].[H-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
751,751,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
752,752,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
753,753,[CH3:1][C@:2]([NH2:3])([F:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
754,754,[CH3:1][C@:2]([NH2:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
759,759,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
761,761,[CH3:1][CH2:2][C@@:3]([CH3:4])([NH2:5])[Cl:6].[H-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
763,763,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[F:9].[H-:10],"[[8, 5, 9], [8, 5, 1, 9]]"
764,764,[CH3:1][C@H:2]([N+:3](=[O:4])[O-:5])[C@@:6]([CH3:7])([NH2:8])[Cl:9].[H-:10],"[[8, 5, 9], [8, 5, 1, 9]]"
765,765,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
766,766,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
767,767,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[Br:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
768,768,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
769,769,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
770,770,[CH3:1][C@:2]([NH2:3])([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
771,771,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
772,772,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
773,773,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
774,774,[CH3:1][C@:2]([NH2:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
775,775,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
776,776,[CH3:1][C@H:2]([NH2:3])[F:4].[F-:5],"[[3, 1, 4], [3, 1, 0, 4]]"
777,777,[CH3:1][C@H:2]([NH2:3])[F:4].[H-:5],"[[3, 1, 4], [3, 1, 0, 4]]"
778,778,[CH3:1][C@H:2]([NH2:3])[Cl:4].[H-:5],"[[3, 1, 4], [3, 1, 0, 4]]"
779,779,[CH3:1][C@H:2]([NH2:3])[Cl:4].[F-:5],"[[3, 1, 4], [3, 1, 0, 4]]"
780,780,[CH3:1][C@@H:2]([Br:3])[C:4]#[N:5].[F-:6],"[[2, 1, 0, 5], [2, 1, 5]]"
781,781,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[CH2:6][N+:7](=[O:8])[O-:9].[H-:10],"[[4, 2, 9], [4, 2, 5, 9]]"
782,782,[N:1]#[C:2][C@@H:3]([NH2:4])[C@H:5]([NH2:6])[F:7].[H-:8],"[[6, 4, 7], [6, 4, 2, 7]]"
783,783,[N:1]#[C:2][C@@H:3]([NH2:4])[C@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 7], [6, 4, 2, 7]]"
784,784,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
785,785,[N:1]#[C:2][C@@H:3]([NH2:4])[C@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 7], [6, 4, 2, 7]]"
786,786,[CH3:1][CH2:2][C@:3]([CH3:4])([NH2:5])[F:6].[H-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
787,787,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 6], [5, 3, 2, 6]]"
788,788,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Cl:7].[F-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
789,789,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
790,790,[CH3:1][C@H:2]([C@H:3]([NH2:4])[Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
791,791,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
793,793,[CH3:1][CH2:2][C@H:3]([NH2:4])[F:5].[H-:6],"[[4, 2, 5], [4, 2, 1, 5]]"
794,794,[NH2:1][C@H:2]([C@H:3]([NH2:4])[Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
795,795,[NH2:1][CH2:2][C@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
796,796,[CH3:1][C@H:2]([C@H:3]([NH2:4])[Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
797,797,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([NH2:6])[F:7].[H-:8],"[[6, 4, 7], [6, 4, 2, 7]]"
798,798,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 2, 9]]"
799,799,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
800,800,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 7], [6, 4, 2, 7]]"
801,801,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
803,803,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([Br:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
804,804,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
805,805,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Cl:7].[F-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
806,806,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
807,807,[CH3:1][CH2:2][C@H:3]([NH2:4])[Cl:5].[F-:6],"[[4, 2, 1, 5], [4, 2, 5]]"
808,808,[CH3:1][CH2:2][C@:3]([NH2:4])([Br:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
809,809,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Cl:7].[H-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
810,810,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
811,811,[CH3:1][CH:2]([CH3:3])[C@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
812,812,[CH3:1][CH:2]([CH3:3])[C@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
813,813,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([Br:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
814,814,[CH3:1][CH:2]([CH3:3])[C@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
815,815,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Br:6].[H-:7],"[[5, 3, 6], [5, 3, 2, 6]]"
816,816,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 6], [5, 3, 2, 6]]"
817,817,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 8], [4, 3, 1, 8]]"
